classmark,title,date_from,date_to,summary,medical_terms
MS-TS-K-00014-00048,Medical,0500-01-01,1899-12-31,"Large part of an unidentified medical work in Hebrew, organised in chapters with rubricated headings. Contents are: P1: ‘Things that damage the teeth’; ‘Chapter 11’; P4: ‘On extraction of teeth’; ‘Chapter 10’; P7: ‘On digestion’; P8: ‘Chapter 2: on diphtheria’; P9: ‘On neck pain’; ‘Chapter 3: on things that get stuck in the throat’; P10: ‘On mouth problems and irritation of the trachea’; P11: ‘Chapter 6: on foods that inhibit appetite’; ‘Chapter 7: on stomach ache’; P12: ‘On medicines for the stomach’; ‘Chapter 5: on appetite stimulants’; P13: ‘Things that cause stomach ache and bloating’; P14-17: description of chest ailments (chest pain, short breath, cough) and their causes; P18: ‘Chapter 17: on expectoration and on expectoration with traces of blood’; P19: on coughing and diarrhoea; P20: on inflammations of the mouth including abscesses and ailments of the uvula; P21: on chronic coughs and lung problems; P22: on nausea and vomiting; P22: ‘Chapter 2: on things that are damaging to the stomach; P23: on chest problems; P24 1 recto: on the stomach, including dietary advice regarding fat and milk; ‘Chapter 15: on things that are damaging to the stomach’; P24: ‘Chapter 16: on things that are damaging to the stomach’; P24: Chapter 11: ‘on vomiting and emetics’; P25: ‘Chapter 12: on things that cause thirst’; P25: ‘Chapter 13: on gastric swelling’; P26: ‘Chapter 7: on gastric abscesses’; P26: ‘Chapter 11: on lung complaints’; P27: ‘Chapter 14: on pleurisy, and causes and treatment of diseases of the throat’; P27 verso: ‘Chapter 12’; P28: on phthisis; P29: on cough with bloody expectorations; P33-33: list of simples and description of their use, in alphabetical order (letters א‫, ז, ח, כ‬); P34: diseases of the breast and medicaments to be applied to the breast; P34 verso: ‘Chapter 26 (or 27): on stopping the flow of milk’; P35: ‘On abscesses to the breast’; P36: on stomach ailments; P37: ‘Chapter 21: on things used to avoid the enlargement of the breast’; P37: on treatment for breast-related ailments; P38: on illnesses related to the liver and their treatment; P39: ‘Chapter 12: on liver abscesses’; P39: ‘Chapter 19: on liver pain’; P40: ‘Chapter 21: on treatment for the liver’; P42: Chapters 23-24: on further liver ailments and treatment; P43: ‘Chapter 24: on things that are damaging to the liver and on liver illnesses’; P44: ‘causes of pain to the liver’; ‘Chapter 21: causes of liver blockage’. Words describing drugs and parts of the body are often in transliteration from a Romance language (e.g. ‘אצטומכה’ for stomach), or are associated with their Spanish, Latin or Arabic equivalents. Authorities mentioned include: Rufus of Ephesus (late 1st century CE, writer on dietetic, pathology and anatomy), Galen (2nd century CE), Al-Rāzī (10th century CE, physician, philosopher, alchemist), Ibn Māsawayh (9th century CE, Christian Nestorian physician, director of the hospital of Baghdad under the ‘Abbasids). On P28 there is mention of the Ottoman Sultan Salīm I, who became caliph in 1517.","['abscess', 'ache', 'ailment', 'alchemist', 'anatomy', 'appetite', 'bloating', 'blockage', 'blood', 'bloody', 'body', 'breast', 'breast-related', 'breath', 'cause', 'chest', 'chronic', 'cough', 'coughing', 'diarrhoea', 'dietary', 'dietetic', 'diphtheria', 'disease', 'drug', 'emetic', 'enlargement', 'fat', 'food', 'galen', 'gastric', 'illness', 'inflammation', 'liver', 'lung', 'medical', 'medicament', 'medicine', 'milk', 'mouth', 'nausea', 'neck', 'nestorian', 'pain', 'pathology', 'phthisis', 'physician', 'pleurisy', 'stimulant', 'stomach', 'swelling', 'teeth', 'thirst', 'trachea', 'treatment', 'uvula', 'vomiting']"
MS-TS-K-00015-00078,Medical; magic,0500-01-01,1899-12-31,Magico-medical remedy for curing the wounds of somebody who was bitten by a scorpion,"['bitten', 'curing', 'magico-medical', 'remedy', 'scorpion', 'wound']"
MS-TS-K-00024-00021,Magic; medical (?),0500-01-01,1899-12-31,Magical or medical text in Greek (or Coptic) alphabet,"['magical', 'medical']"
MS-TS-K-00025-00040,Medical,0500-01-01,1899-12-31,"Recipes probably of a medical or alchemical nature, which mention various operations of watering and drying and the use of flasks.","['alchemical', 'drying', 'medical', 'watering']"
MS-TS-K-00025-00041,Unidentified; medical (?),0500-01-01,1899-12-31,"Unidentified. Contains the word sūmāq, possibly referring to the spice, and mentions honey and raisins, suggesting a medical recipe of some kind.","['honey', 'medical', 'raisin', 'spice', 'sūmāq']"
MS-TS-K-00025-00072,Medical,0500-01-01,1899-12-31,"Medical recipe with ingredients and instructions: gallnut, saffron, soaking and drying in the sun.","['drying', 'gallnut', 'medical', 'saffron', 'soaking']"
MS-TS-K-00025-00078,Medical; recipe,0500-01-01,1899-12-31,"Recto: recipe possibly for the preparation of a drug (or of an alchemical product). It includes mention of white calx, a container and the process of pulverisation. Verso: unidentified text, apparently in rhyme","['alchemical', 'drug', 'preparation', 'pulverisation']"
MS-TS-K-00025-00105,Medical; jottings,0500-01-01,1899-12-31,"Medical text discussing the conditions of illness and health, and arguing for a balanced condition; pen-trials or writing exercises in script on both sides of the leaf with repetition of the same words and the same phrases, many taken from Psalms 1:1.","['balanced', 'condition', 'exercise', 'health', 'illness', 'medical', 'side']"
MS-TS-K-00025-00184,Genealogy; medical,0500-01-01,1899-12-31,"Recto: genealogical list with family names, such as the house of the Kohen b. Ḡazaliyya (?), whose father was called Natan and had two sons Šemarya and Samuel, who in their turn had two sons, respectively called Aaron and Natan ha-Kohen etc. Verso: portion of a medical treatise that mention surgical instruments and includes the beginning of a chapter three.","['father', 'genealogical', 'medical', 'portion']"
MS-TS-K-00025-00210,Medical; trade,0500-01-01,1899-12-31,"Medical notes regarding the importation and trade of miswāk sticks to be used as toothbrushes, of honey, ginger, pepper, zatar (wild oregano) and other spices that are related to the treatment of mouth and tooth. The text preserves some indication for the preparation of the aforementioned ingredients, including their baking; other instructions deal with the dipping of the miswāk in a medical preparation. Mention is made of glass from Syria and of Salt Andarānī, which is believed to be the same as the salt of Sodom mentioned in the Talmud and to derive from the Syrian town of Andara. The leader of the Palestinian community in Fusṭāṭ ʿEli b. ʿAmram is mentioned.","['ginger', 'honey', 'medical', 'miswāk', 'mouth', 'oregano', 'pepper', 'preparation', 'salt', 'spice', 'tooth', 'toothbrush', 'treatment', 'zatar']"
MS-TS-NS-00031-00004,Medical; astrological,0500-01-01,1899-12-31,Astrological predictions regarding the occurrence of diseases and shortage of food.,"['astrological', 'disease', 'food']"
MS-TS-NS-00031-00013,Medical; jottings,0500-01-01,1899-12-31,Composite fragment with Arabic jottings and writing exercises consisting of the basmala; and a Judaeo-Arabic text on theoretical medical themes and giving a definition of the art of healing.,"['basmala', 'exercise', 'healing', 'medical']"
MS-TS-NS-00032-00033,Commentary (?); medical; jottings,0500-01-01,1899-12-31,"Recto: passage possibly from a commentary or homiletic text, mentioning the book of Exodus. Verso: Arabic and Judaeo-Arabic jottings, with mention of Isaac Israeli’s Book on urine (Kitāb al-qārūrāh lil-Isrāʾīlī).","['homiletic', 'urine']"
MS-TS-NS-00034-00016,Medical,0500-01-01,1899-12-31,"Page from a work on pharmacopoeia, describing on recto the preparation of a poultice and an electuary prepared with rose, fenugreek, linseeds, almonds, wheat starch and gum arabic; on verso, description of the preparation of three further electuaries.","['almond', 'electuaries', 'electuary', 'fenugreek', 'gum', 'linseed', 'pharmacopoeia', 'poultice', 'preparation', 'prepared', 'rose', 'starch', 'wheat']"
MS-TS-NS-00034-00054,Medical,0500-01-01,1899-12-31,"Leaf from a notebook, possibly for personal use, describing the preparation of compound remedies. The extant text does not preserve what these remedies were used to treat.","['preparation', 'remedy', 'treat']"
MS-TS-NS-00034-00057,Medical,0500-01-01,1899-12-31,Portion of a theoretical medical work dealing with temperaments and the best diet for preserving their balance in the body,"['balance', 'body', 'diet', 'medical', 'portion']"
MS-TS-NS-00034-00182,Medical,0500-01-01,1899-12-31,"Small part of a medical work in the form of questions and answers, explaining the difference between veins and arteries.","['medical', 'vein']"
MS-TS-NS-00037-00035,Medical,0500-01-01,1899-12-31,"Bifolium from a booklet on ophthalmology, concerned with the preparation of eye washes for eye diseases and membranes for protecting the eye.","['disease', 'eye', 'membrane', 'ophthalmology', 'preparation']"
MS-TS-NS-00037-00059,Medical,0500-01-01,1899-12-31,"Page from a medical work discussing pathologies of the heart and lungs, and the deadly effect of ‘vapours’ rising up from the body to reach the heart.","['body', 'heart', 'lung', 'medical', 'pathology']"
MS-TS-NS-00037-00133,Medical,0500-01-01,1899-12-31,Tiny fragment preserving only a few lines of a recipe for a medical ointment.,"['medical', 'ointment']"
MS-TS-NS-00069-00011,Medical,0500-01-01,1899-12-31,"Fragment from a medical work, preserving on recto the beginning of a ‘Chapter 2’, dealing with diseases of the ear and the throat.","['disease', 'ear', 'medical']"
MS-TS-NS-00070-00084,Medical,0500-01-01,1899-12-31,"Passage from a medical work, dealing with ailments of the urinary system and the colour of urine; Galen is mentioned on recto, l. 11.","['ailment', 'colour', 'galen', 'medical', 'urinary', 'urine']"
MS-TS-NS-00090-00006,Medical; philosophical,0500-01-01,1899-12-31,"Recto: a philosophical discourse dealing with ‘categories’. Verso: medical work on ophthalmology, dealing with pain in the eyes, failing eyesight and excessive lachrymation. It prescribes an ointment made of butter and white honey, and a mixture of alum crystals and fennel.","['alum', 'butter', 'excessive', 'eye', 'eyesight', 'fennel', 'honey', 'lachrymation', 'medical', 'ointment', 'ophthalmology', 'pain', 'prescribes']"
MS-TS-NS-00090-00009,Medical,0500-01-01,1899-12-31,"Opening of a Judaeo-Arabic version of Jibrīl ibn Bakhtīshū, Risāla ilā l-Maʾmūn fī l-maṭʿam wa-al-mašrab (‘Epistle for al-Maʾmūn on food and drinks’), on diet and regimen.","['diet', 'food', 'regimen']"
MS-TS-NS-00090-00011,Medical,0500-01-01,1899-12-31,Passage from a medical work discussing the processing of food in the body and in particular the production of heat during digestion of food.,"['body', 'food', 'heat', 'medical']"
MS-TS-NS-00090-00013,Medical,0500-01-01,1899-12-31,Table of contents for an unidentified medical work. Names of illnesses in Judaeo-Arabic are paired with their translation in Hebrew.,"['illness', 'medical']"
MS-TS-NS-00090-00014,Medical,0500-01-01,1899-12-31,"Page from ʿAlī ibn ʿĪsā, Taḏkirat al-kaḥḥālīn (‘Memorandum for opticians’), first discourse, chapters 16-17 (ed. Hyderabad 1964, pp. 29-30).",['optician']
MS-TS-NS-00090-00015,Medical,0500-01-01,1899-12-31,"Passage from a work on regimen, including treatment through exercise (which should be done in moderation in order to avoid excessive tiredness), diet, sex, and the benefits of bathing.","['bathing', 'diet', 'excessive', 'exercise', 'regimen', 'sex', 'tiredness', 'treatment']"
MS-TS-NS-00090-00016,Medical; magical,0500-01-01,1899-12-31,"Amulet to be used in case of extreme illnesses, featuring the Tetragrammaton and the names of the angels Azriel and Seraphiel, along with Instructions for a preparation containing saffron, myrrh from Soqotra and hyssop to be dissolved in white vinegar.","['hyssop', 'illness', 'myrrh', 'preparation', 'saffron', 'vinegar']"
MS-TS-NS-00090-00018,Medical,0500-01-01,1899-12-31,"Passage from Ḥunayn ibn Isḥāq, Al-masāʾil fī l-ṭibb (‘Questions on medicine’): questions and answers on the faculties of the body and the different kinds of diseases (ed. Cairo 1938, pp. 10-13; 22-28).","['body', 'disease', 'medicine']"
MS-TS-NS-00090-00019,Medical,0500-01-01,1899-12-31,"Passage from a treatise on physiognomy, explaining how knowledge can be derived about the character of a person from the shape of his head, neck, hair and eyes.","['eye', 'hair', 'head', 'neck', 'physiognomy']"
MS-TS-NS-00090-00023,Medical,0500-01-01,1899-12-31,Prescription describing the preparation of different kinds of medical liquids that are beneficial for both body and soul.,"['body', 'medical', 'preparation', 'prescription']"
MS-TS-NS-00090-00024,Medical,0500-01-01,1899-12-31,"Notes on management of patients, divided by horizontal lines. Here the focus is on the diet to be administered to a disabled person.","['diet', 'patient']"
MS-TS-NS-00090-00025,Medical,0500-01-01,1899-12-31,"Page from a medical work describing the process of digestion of food in the body, and the absorption of the nutrients into the blood through an ‘intermediary’ substance.","['absorption', 'blood', 'body', 'food', 'medical', 'nutrient']"
MS-TS-NS-00090-00027,Medical,0500-01-01,1899-12-31,"Part of a work on pharmacopoeia, describing the preparation of electuaries, i.e. remedies mixed with honey or a sweet substance for facilitating consumption.","['electuaries', 'honey', 'pharmacopoeia', 'preparation', 'remedy']"
MS-TS-NS-00090-00028,Medical; exercises; jottings,0500-01-01,1899-12-31,"Page from a booklet on ophthalmology that was reused for Hebrew alphabetical writing exercises and jottings in Arabic letters. The main text deals with the preparation of eye medicaments, including an ointment for curing excessive lachrymation and enhancing the growth of eyelids.","['curing', 'excessive', 'exercise', 'eye', 'eyelid', 'growth', 'lachrymation', 'medicament', 'ointment', 'ophthalmology', 'preparation']"
MS-TS-NS-00090-00029,Medical,0500-01-01,1899-12-31,"Leaf from a medical work, dealing with eye diseases and the benefit of treatment aimed at purifying the humours of the body in order to cure eye problems.","['body', 'cure', 'disease', 'eye', 'humour', 'medical', 'purifying', 'treatment']"
MS-TS-NS-00090-00030,Medical,0500-01-01,1899-12-31,Page from a medical work dealing with fevers and the management of patients affected by different kinds of fever. It also includes the treatment of lightheadedness and temporary absentmindedness.,"['fever', 'lightheadedness', 'medical', 'patient', 'treatment']"
MS-TS-NS-00090-00033,Medical,0500-01-01,1899-12-31,"Part of a work on sexual medicine, embryology and paediatrics. Recto: description of the phases of the formation of the foetus in the womb; quantification of the amount of semen produced during ejaculation. Verso: management of the baby, including nutrition and clothing for newborns. Mention is made of convulsions in infants.","['baby', 'convulsion', 'ejaculation', 'embryology', 'foetus', 'infant', 'medicine', 'newborn', 'nutrition', 'paediatrics', 'semen', 'sexual', 'womb']"
